,class,text_tfidf
0,ham,"  (0, 8227)	0.23740046706740076
  (0, 3563)	0.24413293846061962"
5074,spam,"  (0, 8202)	0.2210411558162764
  (0, 8076)	0.29929168579008836
  (0, 5894)	0.45271191881111256
  (0, 4226)	0.1631956927375001
  (0, 2188)	0.33539476635455095
  (0, 1835)	0.22955293157681414
  (0, 1240)	0.27980123358324366
  (0, 461)	0.27040679211522906
  (0, 398)	0.3083598060463878
  (0, 299)	0.257144236380739
  (0, 261)	0.3901059973539676"
5075,ham,"  (0, 7593)	0.4904023051465564
  (0, 4566)	0.33229223049430207
  (0, 3437)	0.4524583330702709
  (0, 2577)	0.5591752001947383
  (0, 2534)	0.36289393076009335"
5076,ham,"  (0, 5338)	0.32479648435736624
  (0, 4691)	0.5443531358865148
  (0, 3587)	0.4206885396772713
  (0, 3159)	0.5443531358865148
  (0, 1812)	0.35339457159715276"
5077,spam,"  (0, 8005)	0.16170287779857562
  (0, 7399)	0.2305635094229548
  (0, 6217)	0.17363141685109945
  (0, 5633)	0.176738602881674
  (0, 5225)	0.20766008709831515
  (0, 5176)	0.17417721482098972
  (0, 4951)	0.1755781702804334
  (0, 4904)	0.22693690930220434
  (0, 3265)	0.46282325704060717
  (0, 2462)	0.3035449687096372
  (0, 2086)	0.23910324062698612
  (0, 1782)	0.25247292910468194
  (0, 507)	0.2886073547075149
  (0, 483)	0.2886073547075149
  (0, 298)	0.21691868382526894
  (0, 57)	0.2502394762585323"
5078,ham,"  (0, 8226)	0.45997681057001116
  (0, 8220)	0.30191168518995376
  (0, 7557)	0.30635034810897704
  (0, 4822)	0.3133226926099228
  (0, 4752)	0.4449244484366618
  (0, 3836)	0.3526602009699739
  (0, 3409)	0.42769386297669576"
5079,ham,"  (0, 7814)	0.628229768134369
  (0, 5903)	0.6192472496078253
  (0, 3692)	0.4710203841480544"
5080,ham,"  (0, 8317)	0.4830632706611759
  (0, 7877)	0.4768195646671782
  (0, 4903)	0.6207024452214186
  (0, 3494)	0.39245567110806534"
5081,ham,"  (0, 8385)	0.26785817714818094
  (0, 7720)	0.2903920104216768
  (0, 7414)	0.2903920104216768
  (0, 6628)	0.1955368901080378
  (0, 6526)	0.27721056295917906
  (0, 5436)	0.2903920104216768
  (0, 4228)	0.2903920104216768
  (0, 3737)	0.1572871225754534
  (0, 3498)	0.2903920104216768
  (0, 3314)	0.2903920104216768
  (0, 3079)	0.2903920104216768
  (0, 1310)	0.17171112062656554
  (0, 1012)	0.2903920104216768
  (0, 598)	0.2903920104216768"
5082,ham,"  (0, 8199)	0.18880732793812185
  (0, 7005)	0.21528523477572453
  (0, 6332)	0.14700130991091165
  (0, 6262)	0.18880732793812185
  (0, 6133)	0.21528523477572453
  (0, 6101)	0.21528523477572453
  (0, 5713)	0.3107918589316969
  (0, 5002)	0.1818738363034512
  (0, 4993)	0.1790351203366558
  (0, 4808)	0.1818738363034512
  (0, 4472)	0.2055130271742585
  (0, 4460)	0.1932015016107371
  (0, 4458)	0.1610263345953627
  (0, 4409)	0.18880732793812185
  (0, 3755)	0.21528523477572453
  (0, 3435)	0.18880732793812185
  (0, 3002)	0.1764958023746004
  (0, 2816)	0.21528523477572453
  (0, 2663)	0.21528523477572453
  (0, 2575)	0.1932015016107371
  (0, 1226)	0.21528523477572453
  (0, 1040)	0.3776146558762437"
5083,ham,"  (0, 8390)	0.32678780621454434
  (0, 5648)	0.34677485148058523
  (0, 4397)	0.3069900445055544
  (0, 4385)	0.38820613186564756
  (0, 2589)	0.5078702866316163
  (0, 994)	0.519690115167888"
5084,ham,"  (0, 3732)	0.5188564293168783
  (0, 3645)	0.5455638399183856
  (0, 1496)	0.6581398805193661"
5085,ham,"  (0, 6874)	0.5833778493628727
  (0, 4916)	0.8122008894803979"
5086,ham,"  (0, 8229)	0.47125340175790154
  (0, 7441)	0.2892426775403162
  (0, 5362)	0.3919029076967518
  (0, 2840)	0.3173207985259889
  (0, 2626)	0.32498015451035733
  (0, 2401)	0.22572477808632838
  (0, 1844)	0.422912722991168
  (0, 1321)	0.3233567365110433"
5087,ham,"  (0, 7538)	0.22367632250978295
  (0, 7159)	0.43907075780831684
  (0, 5327)	0.30278674314340687
  (0, 4998)	0.2596260542710633
  (0, 3941)	0.2596260542710633
  (0, 3476)	0.20541246218040685
  (0, 3091)	0.3940313408409204
  (0, 2751)	0.43907075780831684
  (0, 2095)	0.20892496095715105
  (0, 857)	0.31113797195583354"
5088,ham,"  (0, 8209)	1.0"
5089,ham,"  (0, 7715)	0.5650181880622774
  (0, 7117)	0.4859131688897505
  (0, 6711)	0.6668154463255496"
5090,ham,"  (0, 7921)	0.5375960868817746
  (0, 6987)	0.43499752716307444
  (0, 2274)	0.48245004518687434
  (0, 1065)	0.5375960868817746"
5091,ham,"  (0, 6336)	0.5221033638575956
  (0, 1922)	0.3956671036488953
  (0, 1427)	0.5342544433781892
  (0, 907)	0.5342544433781892"
5092,ham,"  (0, 7675)	0.3843477854341255
  (0, 6643)	0.4088398703620622
  (0, 5348)	0.32293203205269894
  (0, 4589)	0.2225696311209643
  (0, 3461)	0.31331065934321517
  (0, 3282)	0.33498157309900234
  (0, 2705)	0.3843477854341255
  (0, 2468)	0.3000653935475713
  (0, 977)	0.28838467030039944"
5093,ham,"  (0, 7294)	0.5153619277582331
  (0, 3464)	0.6589000564968992
  (0, 978)	0.5479532817364096"
5094,ham,"  (0, 7754)	0.32892818315719513
  (0, 7405)	0.19596124935598094
  (0, 7117)	0.2151049262414865
  (0, 6596)	0.32892818315719513
  (0, 6558)	0.20430280894750175
  (0, 6046)	0.2661532510728427
  (0, 5844)	0.31399750528170717
  (0, 4433)	0.24234212229265553
  (0, 3737)	0.17815974822324177
  (0, 2955)	0.32892818315719513
  (0, 2954)	0.2696629133457641
  (0, 2565)	0.32892818315719513
  (0, 2525)	0.32892818315719513"
5095,ham,"  (0, 4988)	0.4590813028773708
  (0, 4335)	0.6817820535854089
  (0, 4320)	0.3141793117890671
  (0, 1496)	0.47508835894076207"
5096,ham,"  (0, 6783)	0.4277882583715397
  (0, 6098)	0.6224262826230693
  (0, 5338)	0.29451604584965435
  (0, 4633)	0.2475764447051958
  (0, 3563)	0.2475764447051958
  (0, 1668)	0.46931315290627257"
5097,ham,"  (0, 8251)	0.4547903404680073
  (0, 6874)	0.289556964253955
  (0, 5633)	0.3018625017448131
  (0, 4777)	0.4312137176585238
  (0, 4610)	0.2803323172292085
  (0, 4254)	0.44931537308206415
  (0, 2535)	0.3895969171355613"
5098,spam,"  (0, 8374)	0.2855058863375881
  (0, 7995)	0.26335120642063464
  (0, 7427)	0.2503915494537367
  (0, 7162)	0.2855058863375881
  (0, 5847)	0.27254622937069023
  (0, 5667)	0.26335120642063464
  (0, 5500)	0.2855058863375881
  (0, 5176)	0.15111362197530429
  (0, 4507)	0.23101796604904384
  (0, 3802)	0.2855058863375881
  (0, 3754)	0.2190418465867275
  (0, 3352)	0.21035017965921993
  (0, 3265)	0.1338462453842254
  (0, 2271)	0.22110465563827897
  (0, 1322)	0.2855058863375881
  (0, 1072)	0.2855058863375881"
5099,ham,"  (0, 8259)	0.27491185004389823
  (0, 7461)	0.2316856163303314
  (0, 7458)	0.26801808348396783
  (0, 7442)	0.23084105961627024
  (0, 7441)	0.21993244889991384
  (0, 6875)	0.2864522055046756
  (0, 4979)	0.22394729305633984
  (0, 4798)	0.24710627709969557
  (0, 4059)	0.2802684568109671
  (0, 3288)	0.22686603180276138
  (0, 2629)	0.2937660278629221
  (0, 2532)	0.1944197835660656
  (0, 2221)	0.2134767333190884
  (0, 2159)	0.34206335139308086
  (0, 2095)	0.170505051705217
  (0, 977)	0.24128230626329106"
5100,ham,"  (0, 2030)	0.7385374124451165
  (0, 987)	0.6742124964867323"
5101,ham,"  (0, 7458)	0.44439582459892096
  (0, 7415)	0.38854075326083637
  (0, 5237)	0.4558262513640463
  (0, 5108)	0.5480340632874797
  (0, 3128)	0.37872091066980057"
5102,spam,"  (0, 7731)	0.1887188330776703
  (0, 6232)	0.31514894083416856
  (0, 6008)	0.31514894083416856
  (0, 5872)	0.29069401978188514
  (0, 5411)	0.23219008607582825
  (0, 5169)	0.2196062397586535
  (0, 5168)	0.31514894083416856
  (0, 5026)	0.1747418189574366
  (0, 4951)	0.16814485287545822
  (0, 3018)	0.29069401978188514
  (0, 2894)	0.3008437290604864
  (0, 2345)	0.31514894083416856
  (0, 2181)	0.24406116081093698
  (0, 2089)	0.18971272959996102
  (0, 1240)	0.22603872538735323"
5103,ham,"  (0, 8071)	0.24821185896946865
  (0, 8070)	0.36973607534508235
  (0, 5181)	0.3347397774821174
  (0, 4979)	0.2818617040954889
  (0, 3662)	0.4509949625701473
  (0, 3658)	0.4509949625701473
  (0, 1066)	0.4509949625701473"
5104,ham,"  (0, 8191)	0.12279825318383662
  (0, 7655)	0.1270858080866557
  (0, 7497)	0.06376710195593026
  (0, 7482)	0.1270858080866557
  (0, 7467)	0.1270858080866557
  (0, 7454)	0.12279825318383662
  (0, 7077)	0.09808436031160886
  (0, 6923)	0.1270858080866557
  (0, 6658)	0.12279825318383662
  (0, 6502)	0.10213720491581732
  (0, 6446)	0.11947256723018697
  (0, 6373)	0.09609423568462677
  (0, 6215)	0.11445785367680905
  (0, 6052)	0.11675528395264607
  (0, 5942)	0.1270858080866557
  (0, 5186)	0.10309907386498678
  (0, 5032)	0.10038179058744588
  (0, 4994)	0.10914204309617731
  (0, 4889)	0.08811298116893702
  (0, 4655)	0.1270858080866557
  (0, 4635)	0.1270858080866557
  (0, 4611)	0.10772155962556723
  (0, 4532)	0.1270858080866557
  (0, 4485)	0.062476217527500544
  (0, 4031)	0.12279825318383662
  (0, 3891)	0.11071231472145553
  (0, 3888)	0.11675528395264607
  (0, 3754)	0.10213720491581732
  (0, 3707)	0.11246772904982696
  (0, 3643)	0.1270858080866557
  (0, 3589)	0.1270858080866557
  (0, 3568)	0.08486017455825143
  (0, 3428)	0.18553709946195424
  (0, 3347)	0.34337356103042715
  (0, 3296)	0.10309907386498678
  (0, 3265)	0.062411277137442434
  (0, 3051)	0.10123366792345162
  (0, 2947)	0.1270858080866557
  (0, 2848)	0.22142462944291105
  (0, 2725)	0.1270858080866557
  (0, 2700)	0.12279825318383662
  (0, 2535)	0.09227985690278273
  (0, 2424)	0.10123366792345162
  (0, 2051)	0.12279825318383662
  (0, 1690)	0.1826961325207341
  (0, 1612)	0.38691414197248414
  (0, 1573)	0.24559650636767325
  (0, 1205)	0.09327381153913031
  (0, 1145)	0.1270858080866557
  (0, 449)	0.1270858080866557"
5105,ham,"  (0, 8193)	0.22152758464253536
  (0, 7952)	0.22152758464253536
  (0, 7819)	0.23767002046841323
  (0, 7818)	0.15510820745804363
  (0, 7415)	0.16850136691571843
  (0, 6890)	0.23767002046841323
  (0, 6648)	0.23767002046841323
  (0, 5899)	0.19593281910484237
  (0, 4633)	0.23841597444060175
  (0, 4357)	0.47534004093682647
  (0, 3888)	0.22597414871430188
  (0, 3563)	0.23841597444060175
  (0, 2576)	0.1815391349908316
  (0, 1807)	0.16984326323672025
  (0, 1734)	0.15814739148260892
  (0, 1547)	0.23767002046841323
  (0, 1175)	0.23767002046841323
  (0, 1057)	0.22597414871430188"
5106,ham,"  (0, 8302)	0.2880837875276586
  (0, 4569)	0.4519463057706165
  (0, 3050)	0.4519463057706165
  (0, 2562)	0.431431600573546
  (0, 1634)	0.3436686128978676
  (0, 1508)	0.4519463057706165"
5107,ham,"  (0, 7814)	0.20637786302763225
  (0, 6098)	0.2752103926955763
  (0, 5144)	0.24041597340741694
  (0, 4914)	0.2819253582923198
  (0, 4306)	0.3315528827731496
  (0, 1313)	0.6560395050474769
  (0, 583)	0.4517416554056994"
5108,ham,"  (0, 7757)	0.29037049319443703
  (0, 7442)	0.4168865171057588
  (0, 7010)	0.4440313566088486
  (0, 6783)	0.2586586252649708
  (0, 6690)	0.26907925537774907
  (0, 6452)	0.24015512648234563
  (0, 5188)	0.20036038988303248
  (0, 4790)	0.3088739919770622
  (0, 2923)	0.22669608000102448
  (0, 1686)	0.253074866769271
  (0, 1477)	0.2178714230140771
  (0, 910)	0.2220156783044243"
5109,ham,"  (0, 6250)	0.8102716017528451
  (0, 5338)	0.4459451595536631
  (0, 3494)	0.38025366015797507"
5110,spam,"  (0, 5176)	0.41792988660026126
  (0, 4857)	0.4492707689808348
  (0, 144)	0.7896140741056115"
5111,ham,"  (0, 7877)	0.46206907029353034
  (0, 6463)	0.59707443575638
  (0, 6080)	0.6557395004453163"
5112,spam,"  (0, 7875)	0.30074314407072866
  (0, 7801)	0.44989212748235524
  (0, 4951)	0.48137631285600135
  (0, 4398)	0.20160900341091553
  (0, 3265)	0.2819790595232619
  (0, 2872)	0.2501034733999254
  (0, 2421)	0.263754778570196
  (0, 2086)	0.2185135661248099
  (0, 1784)	0.2043778171835574
  (0, 320)	0.2465561680378118
  (0, 62)	0.2698932283680739"
5113,ham,"  (0, 8000)	0.24137494207130755
  (0, 6531)	0.36633896848817854
  (0, 5144)	0.19496484030691696
  (0, 4966)	0.36633896848817854
  (0, 4965)	0.36633896848817854
  (0, 4111)	0.32420073073956235
  (0, 3868)	0.3837584990249844
  (0, 2576)	0.2703797179108504
  (0, 2446)	0.3299374861962725
  (0, 386)	0.2584056749457749"
5114,ham,"  (0, 7600)	0.5167761670202208
  (0, 3310)	0.5196737731422167
  (0, 1162)	0.680353998083366"
5115,spam,"  (0, 8274)	0.16464237702152504
  (0, 7731)	0.17576365779458017
  (0, 7560)	0.21472209285018948
  (0, 7559)	0.19270136694757117
  (0, 6302)	0.24063003122693216
  (0, 6217)	0.15486568841184806
  (0, 6063)	0.2374982318561889
  (0, 5750)	0.2213159358065791
  (0, 5422)	0.2574152620423007
  (0, 5390)	0.22518617126002388
  (0, 5169)	0.2045307049912106
  (0, 4984)	0.27073844927202284
  (0, 4513)	0.28019140104830015
  (0, 4512)	0.28019140104830015
  (0, 4511)	0.28019140104830015
  (0, 2854)	0.24063003122693216
  (0, 1455)	0.1897786394770369
  (0, 1128)	0.20139890562046733
  (0, 522)	0.2634061702329316"
5116,ham,"  (0, 7405)	0.30710931091229926
  (0, 6105)	0.5154943030881306
  (0, 3115)	0.4626154391505788
  (0, 2123)	0.428694446613534
  (0, 1780)	0.4920950330341571"
5117,ham,"  (0, 7542)	0.32732100046064494
  (0, 5049)	0.32732100046064494
  (0, 5047)	0.32732100046064494
  (0, 4808)	0.27652210388918835
  (0, 4706)	0.32732100046064494
  (0, 4022)	0.3019215521749167
  (0, 1421)	0.32732100046064494
  (0, 1209)	0.32732100046064494
  (0, 1022)	0.28706382738875935
  (0, 1005)	0.32732100046064494"
5118,ham,"  (0, 7611)	0.7508339192536445
  (0, 2706)	0.6604910489160407"
5119,ham,"  (0, 7548)	0.4058246507746048
  (0, 6089)	0.42743121826802527
  (0, 4566)	0.3821734122615887
  (0, 2363)	0.44814340419068854
  (0, 1794)	0.5529194143040168"
5120,spam,"  (0, 7019)	0.42225248683353334
  (0, 5891)	0.4156471942311838
  (0, 887)	0.3787974988287174
  (0, 400)	0.4380079652841011
  (0, 38)	0.5600015397473752"
5121,ham,"  (0, 5382)	0.6894960219361493
  (0, 4633)	0.39423236263835837
  (0, 3563)	0.39423236263835837
  (0, 2532)	0.46233853855306173"
5122,ham,"  (0, 8343)	0.37608025537643824
  (0, 7769)	0.3575731402280182
  (0, 7536)	0.40771837769300373
  (0, 6591)	0.28116588842674156
  (0, 3937)	0.40771837769300373
  (0, 3836)	0.2687537018179474
  (0, 2877)	0.40771837769300373
  (0, 1723)	0.2841116951517018"
5123,ham,"  (0, 6536)	0.34022124215072347
  (0, 5188)	0.43234899256540343
  (0, 5032)	0.5264556704035136
  (0, 3737)	0.37817021196423434
  (0, 1955)	0.5264556704035136"
5124,ham,"  (0, 7637)	0.378721817415362
  (0, 7129)	0.3064439233811188
  (0, 6189)	0.33214286364113754
  (0, 6174)	0.33987293133976654
  (0, 5139)	0.36153091146752525
  (0, 4485)	0.3554619387927131
  (0, 3961)	0.3493337695889743
  (0, 2532)	0.20548463105942794
  (0, 1163)	0.33987293133976654"
5125,ham,"  (0, 8223)	0.30660619475674583
  (0, 8220)	0.20480595572753973
  (0, 6309)	0.2693770389344487
  (0, 5713)	0.26196926167388135
  (0, 5678)	0.2240685155619861
  (0, 5429)	0.26196926167388135
  (0, 5410)	0.29013203086403866
  (0, 4589)	0.3772182655155106
  (0, 4464)	0.24329833103942988
  (0, 2468)	0.5085606096625385
  (0, 977)	0.24438186958412147"
5126,ham,"  (0, 8206)	0.33716419534531694
  (0, 8166)	0.279467499103845
  (0, 5351)	0.43537012893499155
  (0, 4988)	0.29315862008140475
  (0, 4969)	0.4156078480342045
  (0, 3588)	0.29315862008140475
  (0, 3534)	0.2404986991027786
  (0, 2401)	0.20853711691561147
  (0, 1940)	0.4156078480342045"
5127,ham,"  (0, 8003)	0.37987531044985073
  (0, 7114)	0.4605168994480753
  (0, 3903)	0.5691344608343065
  (0, 2651)	0.2975389709655122
  (0, 2353)	0.48080709237800184"
5128,ham,"  (0, 8238)	0.47325097173628594
  (0, 8063)	0.5672809124529227
  (0, 7494)	0.47035386193769513
  (0, 5210)	0.4826936178131383"
5129,ham,"  (0, 7814)	0.09826532177821347
  (0, 7665)	0.14412588339090557
  (0, 7510)	0.19760903533365623
  (0, 7203)	0.17810550118945198
  (0, 6843)	0.39521807066731246
  (0, 6536)	0.10979556806023469
  (0, 6338)	0.18738127278707328
  (0, 6169)	0.20220805397353991
  (0, 6138)	0.3646388028293231
  (0, 5834)	0.20783679788023918
  (0, 5764)	0.18472357841489487
  (0, 5144)	0.1144723210179723
  (0, 4760)	0.1937206204783712
  (0, 4652)	0.21509351089230125
  (0, 4485)	0.1057413819653106
  (0, 3977)	0.19035232232159413
  (0, 3692)	0.294700900594743
  (0, 3456)	0.1497546272976048
  (0, 3295)	0.17286784676294908
  (0, 3288)	0.142656063807856
  (0, 1534)	0.37476254557414657"
5130,ham,"  (0, 8043)	0.7003827504316285
  (0, 2641)	0.7137674711681861"
5131,ham,"  (0, 7153)	0.5205480243182083
  (0, 6291)	0.35592706488406256
  (0, 4539)	0.5618822365451114
  (0, 3605)	0.4507667358427276
  (0, 3265)	0.2888656798136159"
5132,ham,"  (0, 8376)	0.43396018331363506
  (0, 8224)	0.3023978561064891
  (0, 7643)	0.3153062308537196
  (0, 7497)	0.2078617697217084
  (0, 6448)	0.43396018331363506
  (0, 4633)	0.20077104577506022
  (0, 3563)	0.20077104577506022
  (0, 1926)	0.3469130357123317
  (0, 918)	0.43396018331363506"
5133,ham,"  (0, 6812)	0.2654749272409581
  (0, 6783)	0.2766191359238339
  (0, 5595)	0.3460281931668536
  (0, 4797)	0.27064765730522766
  (0, 4443)	0.24112392746970915
  (0, 4225)	0.23743180816491707
  (0, 3766)	0.26797501611167435
  (0, 3460)	0.3460281931668536
  (0, 2740)	0.2386238385989929
  (0, 2392)	0.4599594375736667
  (0, 1325)	0.2923260158829233"
5134,ham,"  (0, 7611)	0.46535459768130916
  (0, 7538)	0.2850660653755168
  (0, 7011)	0.41533224888854586
  (0, 6490)	0.5595772138304403
  (0, 4186)	0.46535459768130916"
5135,ham,"  (0, 6874)	0.45797199866322913
  (0, 3548)	0.8889666182936271"
5136,ham,"  (0, 8015)	0.34284622925023617
  (0, 5966)	0.35914867281636725
  (0, 5188)	0.2223975017216929
  (0, 5133)	0.597349148662368
  (0, 3256)	0.35914867281636725
  (0, 1995)	0.298674574331184
  (0, 1453)	0.35914867281636725"
5137,spam,"  (0, 8202)	0.16431461439589584
  (0, 7877)	0.16534532454512982
  (0, 7537)	0.2493212700613809
  (0, 7325)	0.22457866553004235
  (0, 7055)	0.2493212700613809
  (0, 6837)	0.24498622110108279
  (0, 6737)	0.24498622110108279
  (0, 6394)	0.2121449588764044
  (0, 5726)	0.2493212700613809
  (0, 5716)	0.21523916981621216
  (0, 4792)	0.2493212700613809
  (0, 3784)	0.18681739000065015
  (0, 2453)	0.23464773448115864
  (0, 2229)	0.24498622110108279
  (0, 2224)	0.24498622110108279
  (0, 2082)	0.2054963814283105
  (0, 1284)	0.21365521456570255
  (0, 609)	0.20672160769434217
  (0, 607)	0.18011875141268868
  (0, 196)	0.2493212700613809"
5138,ham,"  (0, 8369)	0.4177431271721281
  (0, 8341)	0.5492040074057607
  (0, 8005)	0.3138882068228935
  (0, 3668)	0.45817041342424514
  (0, 1565)	0.4641332823985683"
5139,ham,"  (0, 8331)	0.1729833028770307
  (0, 7548)	0.15219045867550826
  (0, 6679)	0.22246281729955655
  (0, 5671)	0.21151530033437113
  (0, 5465)	0.24117772116380254
  (0, 5362)	0.20056778336918574
  (0, 5338)	0.13273578527559837
  (0, 4752)	0.20056778336918574
  (0, 4289)	0.4011355667383715
  (0, 3413)	0.15426839901278466
  (0, 3008)	0.17769082671949116
  (0, 2692)	0.390299389720637
  (0, 2527)	0.24117772116380254
  (0, 1893)	0.24117772116380254
  (0, 1850)	0.18039306999166616
  (0, 1616)	0.42303060066874226"
5140,ham,"  (0, 8317)	0.220451489645428
  (0, 7783)	0.3816425987733176
  (0, 7687)	0.3816425987733176
  (0, 7634)	0.2902083297694494
  (0, 6098)	0.22195076533608354
  (0, 5550)	0.3816425987733176
  (0, 4485)	0.1791016675665518
  (0, 3945)	0.3281183347980606
  (0, 3396)	0.3424941020151337
  (0, 2620)	0.3520279042149728"
5141,spam,"  (0, 8274)	0.1484057540291336
  (0, 8071)	0.29121895262161773
  (0, 7965)	0.22746388793538574
  (0, 7814)	0.23076337548061626
  (0, 7731)	0.15843028166747772
  (0, 7707)	0.21149959450831057
  (0, 7701)	0.1336892671762549
  (0, 7559)	0.3473952718814332
  (0, 7353)	0.1398118062670296
  (0, 5720)	0.20118325616037377
  (0, 5242)	0.22746388793538574
  (0, 5225)	0.33390201355619553
  (0, 5217)	0.2200203196189306
  (0, 4951)	0.14115833575036807
  (0, 4777)	0.20297886939769055
  (0, 4226)	0.11067890882095355
  (0, 3414)	0.21407674510551863
  (0, 3265)	0.12403091000449104
  (0, 735)	0.25255961980927916
  (0, 510)	0.22350888204817485
  (0, 386)	0.17814877650115743
  (0, 363)	0.16750464060647752"
5142,ham,"  (0, 7063)	0.22574412335595148
  (0, 7011)	0.3185472797902599
  (0, 5832)	0.3472713521044729
  (0, 4539)	0.1956810434703866
  (0, 4507)	0.3472713521044729
  (0, 4226)	0.17954128691911522
  (0, 3917)	0.39587539920000286
  (0, 3712)	0.2690775036508622
  (0, 3588)	0.2889896633135967
  (0, 3476)	0.20078466624894464
  (0, 3243)	0.36257199089032643
  (0, 2654)	0.22680013645848526"
5143,ham,"  (0, 7323)	0.3226193135892819
  (0, 5881)	0.3594960395762871
  (0, 5210)	0.2629911597990405
  (0, 4610)	0.17930266086412502
  (0, 4254)	0.28738549574682093
  (0, 3941)	0.42514577261832626
  (0, 3737)	0.1947164371365387
  (0, 3706)	0.3594960395762871
  (0, 3474)	0.2246769359752907
  (0, 3205)	0.2811815997747714
  (0, 2385)	0.27580754064137175
  (0, 2095)	0.17106057439952685"
5144,ham,"  (0, 5327)	0.7937442506093034
  (0, 2359)	0.6082516458051515"
5145,ham,"  (0, 7443)	0.270358949465852
  (0, 7441)	0.3115194361830821
  (0, 7203)	0.4011921344976751
  (0, 5764)	0.4160997061931816
  (0, 4539)	0.23141300400832668
  (0, 4170)	0.4845095978236515
  (0, 996)	0.4554844193160162"
5146,ham,"  (0, 8016)	0.38391256004568414
  (0, 7773)	0.4021677202618567
  (0, 7613)	0.38391256004568414
  (0, 7501)	0.3527051575307073
  (0, 5692)	0.2672915705639196
  (0, 5338)	0.22133905198150047
  (0, 4886)	0.2475601218654002
  (0, 3534)	0.22215767025796304
  (0, 3130)	0.33444999731453473
  (0, 1321)	0.275952685049832"
5147,spam,"  (0, 8236)	0.21104784819493627
